	183.	26  	 0.08% 		61.39% 		GIUSTO  
	184.	26  	 0.08% 		61.47% 		MAGNAR  
	185.	26  	 0.08% 		61.55% 		PENA  
	186.	26  	 0.08% 		61.63% 		POI  
	187.	26  	 0.08% 		61.71% 		STE  
	188.	26  	 0.08% 		61.79% 		VOJO  
	189.	25  	 0.07% 		61.86% 		BLEAKMAN  
	190.	25  	 0.07% 		61.93% 		COI  
	191.	25  	 0.07% 		62.00% 		PRINCIPESA  
	192.	25  	 0.07% 		62.07% 		SIORA  
	193.	25  	 0.07% 		62.14% 		VÉDAR  
	194.	24  	 0.07% 		62.21% 		EH…  
	195.	24  	 0.07% 		62.28% 		INDIANI  
	196.	24  	 0.07% 		62.35% 		RIVA  
	197.	24  	 0.07% 		62.42% 		ROSO  
	198.	24  	 0.07% 		62.49% 		TERE  
	199.	24  	 0.07% 		62.56% 		XE£O  
	200.	23  	 0.07% 		62.63% 		DIGO  
	201.	23  	 0.07% 		62.70% 		GAVARIA  
	202.	23  	 0.07% 		62.77% 		LONDRA  
	203.	23  	 0.07% 		62.84% 		MIGA  
	204.	23  	 0.07% 		62.91% 		NCORA  
	205.	23  	 0.07% 		62.98% 		OLTE  
	206.	23  	 0.07% 		63.05% 		PRIMO  
	207.	23  	 0.07% 		63.12% 		SICURO  
	208.	23  	 0.07% 		63.19% 		SIRCO  
	209.	23  	 0.07% 		63.26% 		SPETACO£O  
	210.	23  	 0.07% 		63.33% 		TANTI  
	211.	23  	 0.07% 		63.40% 		VIRXINIA  
	212.	23  	 0.07% 		63.47% 		VUTO  
	213.	23  	 0.07% 		63.54% 		YORK  
	214.	22  	 0.06% 		63.60% 		AI  
	215.	22  	 0.06% 		63.66% 		BOCIA  
	216.	22  	 0.06% 		63.72% 		KEL  
	217.	22  	 0.06% 		63.78% 		POCO  
	218.	22  	 0.06% 		63.84% 		PODEMO  
	219.	22  	 0.06% 		63.90% 		TOR  
	220.	22  	 0.06% 		63.96% 		TUTE  
	221.	22  	 0.06% 		64.02% 		XERO  
	222.	21  	 0.06% 		64.08% 		CIAPÀ  
	223.	21  	 0.06% 		64.14% 		DA£E  
	224.	21  	 0.06% 		64.20% 		DI  
	225.	21  	 0.06% 		64.26% 		FEMO  
	226.	21  	 0.06% 		64.32% 		FRANSA  
	227.	21  	 0.06% 		64.38% 		LÀ  
	228.	21  	 0.06% 		64.44% 		OLTA  
	229.	21  	 0.06% 		64.50% 		REXINGTON  
	230.	21  	 0.06% 		64.56% 		SPETA  
	231.	21  	 0.06% 		64.62% 		STAR  
	232.	21  	 0.06% 		64.68% 		TUTA  
	233.	20  	 0.06% 		64.74% 		…  
	234.	20  	 0.06% 		64.80% 		ALTRI  
	235.	20  	 0.06% 		64.86% 		BLU  
	236.	20  	 0.06% 		64.92% 		COL  
	237.	20  	 0.06% 		64.98% 		DOVE  
	238.	20  	 0.06% 		65.04% 		FESTA  
	239.	20  	 0.06% 		65.10% 		LO  
	240.	20  	 0.06% 		65.16% 		MAESTRA  
	241.	20  	 0.06% 		65.22% 		MAR  
	242.	20  	 0.06% 		65.28% 		PRONTO  
	243.	20  	 0.06% 		65.34% 		SITO  
	244.	20  	 0.06% 		65.40% 		XA  
	245.	19  	 0.06% 		65.46% 		AMIGO  
	246.	19  	 0.06% 		65.52% 		FINE  
	247.	19  	 0.06% 		65.58% 		GHETO  
	248.	19  	 0.06% 		65.64% 		ORO  
	249.	19  	 0.06% 		65.70% 		PARBACO  
	250.	19  	 0.06% 		65.76% 		PORTAR  
	251.	19  	 0.06% 		65.82% 		POSTO  
	252.	19  	 0.06% 		65.88% 		PROVINSE  
	253.	19  	 0.06% 		65.94% 		SOTO  
	254.	19  	 0.06% 		66.00% 		XUGO  
	255.	18  	 0.05% 		66.05% 		CARO  
	256.	18  	 0.05% 		66.10% 		RIVÀ  
	257.	18  	 0.05% 		66.15% 		SARÀ  
	258.	18  	 0.05% 		66.20% 		SCIANTA  
	259.	18  	 0.05% 		66.25% 		SENTO  
	260.	18  	 0.05% 		66.30% 		SOLDÀ  
	261.	18  	 0.05% 		66.35% 		SUCESO  
	262.	18  	 0.05% 		66.40% 		TANTE  
	263.	18  	 0.05% 		66.45% 		VECIO  
	264.	18  	 0.05% 		66.50% 		VER  
	265.	17  	 0.05% 		66.55% 		CALKIDUN  
	266.	17  	 0.05% 		66.60% 		MARY  
	267.	17  	 0.05% 		66.65% 		NU  
	268.	17  	 0.05% 		66.70% 		PAI  
	269.	17  	 0.05% 		66.75% 		RE  
	270.	17  	 0.05% 		66.80% 		ROBE  
	271.	17  	 0.05% 		66.85% 		SORA  
	272.	17  	 0.05% 		66.90% 		VE  
	273.	17  	 0.05% 		66.95% 		VEGNER  
	274.	16  	 0.05% 		67.00% 		ALTRO  
	275.	16  	 0.05% 		67.05% 		BA£A  
	276.	16  	 0.05% 		67.10% 		BUO  
	277.	16  	 0.05% 		67.15% 		CALCOSA  
	278.	16  	 0.05% 		67.20% 		CATAR  
	279.	16  	 0.05% 		67.25% 		DA£A  
	280.	16  	 0.05% 		67.30% 		FOR  
	281.	16  	 0.05% 		67.35% 		FORTE  
	282.	16  	 0.05% 		67.40% 		MATINA  
	283.	16  	 0.05% 		67.45% 		MERICA  
	284.	16  	 0.05% 		67.50% 		OGNI  
	285.	16  	 0.05% 		67.55% 		PARTÌA  
	286.	16  	 0.05% 		67.60% 		PORTÀ  
	287.	16  	 0.05% 		67.65% 		SPECIA£E  
	288.	16  	 0.05% 		67.70% 		SPIAXE  
	289.	16  	 0.05% 		67.75% 		TIPO  
	290.	16  	 0.05% 		67.80% 		VEDE  
	291.	16  	 0.05% 		67.85% 		VEDEMO  
	292.	16  	 0.05% 		67.90% 		XE£A  
	293.	15  	 0.04% 		67.94% 		A£E  
	294.	15  	 0.04% 		67.98% 		COSMO  
	295.	15  	 0.04% 		68.02% 		DE£EGÀ  
	296.	15  	 0.04% 		68.06% 		DOMAN  
	297.	15  	 0.04% 		68.10% 		FRA  
	298.	15  	 0.04% 		68.14% 		GNISUN  
	299.	15  	 0.04% 		68.18% 		GOVERNADOR  
	300.	15  	 0.04% 		68.22% 		GRATASIÉL  
	301.	15  	 0.04% 		68.26% 		L  
	302.	15  	 0.04% 		68.30% 		LONTAN  
	303.	15  	 0.04% 		68.34% 		MONIQUE  
	304.	15  	 0.04% 		68.38% 		NDEMO  
	305.	15  	 0.04% 		68.42% 		NOSTRA  
	306.	15  	 0.04% 		68.46% 		PA'L  
	307.	15  	 0.04% 		68.50% 		PARCO  
	308.	15  	 0.04% 		68.54% 		PODEA  
	309.	15  	 0.04% 		68.58% 		VAZ  
	310.	15  	 0.04% 		68.62% 		VEDO  
	311.	15  	 0.04% 		68.66% 		VEGNÙ  
	312.	15  	 0.04% 		68.70% 		VERO  
	313.	15  	 0.04% 		68.74% 		XENTE  
	314.	14  	 0.04% 		68.78% 		ARTIE  
	315.	14  	 0.04% 		68.82% 		BONI  
	316.	14  	 0.04% 		68.86% 		BRENTA  
	317.	14  	 0.04% 		68.90% 		DOPARAR  
	318.	14  	 0.04% 		68.94% 		FIÀ  
	319.	14  	 0.04% 		68.98% 		FRANSEXE  
	320.	14  	 0.04% 		69.02% 		FRONTIERA  
	321.	14  	 0.04% 		69.06% 		GIARDIN  
	322.	14  	 0.04% 		69.10% 		GONTI  
	323.	14  	 0.04% 		69.14% 		INDRIO  
	324.	14  	 0.04% 		69.18% 		MERICANA  
	325.	14  	 0.04% 		69.22% 		MONDO  
	326.	14  	 0.04% 		69.26% 		ORA  
	327.	14  	 0.04% 		69.30% 		PENNSYLVANIA  
	328.	14  	 0.04% 		69.34% 		PENSAVO  
	329.	14  	 0.04% 		69.38% 		POPÀ  
	330.	14  	 0.04% 		69.42% 		SCUADRA  
	331.	14  	 0.04% 		69.46% 		SUL  
	332.	14  	 0.04% 		69.50% 		TOLTO  
	333.	14  	 0.04% 		69.54% 		TRI  
	334.	14  	 0.04% 		69.58% 		VERDE  
	335.	14  	 0.04% 		69.62% 		XUGHI  
	336.	13  	 0.04% 		69.66% 		BASTA  
	337.	13  	 0.04% 		69.70% 		BISCÒTO  
	338.	13  	 0.04% 		69.74% 		CO£ONIA  
	339.	13  	 0.04% 		69.78% 		CUEL  
	340.	13  	 0.04% 		69.82% 		DAPÒ  
	341.	13  	 0.04% 		69.86% 		GOVARNO  
	342.	13  	 0.04% 		69.90% 		HUTCHINSON  
	343.	13  	 0.04% 		69.94% 		INGHILTERA  
	344.	13  	 0.04% 		69.98% 		INGREXI  
	345.	13  	 0.04% 		70.02% 		INVESE  
	346.	13  	 0.04% 		70.06% 		LAORO  
	347.	13  	 0.04% 		70.10% 		L'ISPETOR  
	348.	13  	 0.04% 		70.14% 		L'ORA  
	349.	13  	 0.04% 		70.18% 		L'OSO  
	350.	13  	 0.04% 		70.22% 		MEDHO  
	351.	13  	 0.04% 		70.26% 		MIKE  
	352.	13  	 0.04% 		70.30% 		NANTRA  
	353.	13  	 0.04% 		70.34% 		PARARIA  
	354.	13  	 0.04% 		70.38% 		POSTA  
	355.	13  	 0.04% 		70.42% 		PRINSIPESA  
	356.	13  	 0.04% 		70.46% 		PROAR  
	357.	13  	 0.04% 		70.50% 		SHERIFO  
	358.	13  	 0.04% 		70.54% 		SUPER  
	359.	13  	 0.04% 		70.58% 		VINTO  
	360.	12  	 0.03% 		70.61% 		BANDA  
	361.	12  	 0.03% 		70.64% 		BRITANISI  
	362.	12  	 0.03% 		70.67% 		CO£ONIA£I  
	363.	12  	 0.03% 		70.70% 		CONFEDERASION  
	364.	12  	 0.03% 		70.73% 		ÈSAR  
	365.	12  	 0.03% 		70.76% 		FÀRGHE£A  
	366.	12  	 0.03% 		70.79% 		FATA  
	367.	12  	 0.03% 		70.82% 		FORTUNA  
	368.	12  	 0.03% 		70.85% 		LIBRO  
	369.	12  	 0.03% 		70.88% 		LIÉORE  
	370.	12  	 0.03% 		70.91% 		MASSACHUSSETTS  
	371.	12  	 0.03% 		70.94% 		NANARÈ£A  
	372.	12  	 0.03% 		70.97% 		NORD  
	373.	12  	 0.03% 		71.00% 		OW  
	374.	12  	 0.03% 		71.03% 		PARFETO  
	375.	12  	 0.03% 		71.06% 		PODARIA  
	376.	12  	 0.03% 		71.09% 		SERA  
	377.	12  	 0.03% 		71.12% 		SPERO  
	378.	12  	 0.03% 		71.15% 		TEXORO  
	379.	12  	 0.03% 		71.18% 		VARDÈ  
	380.	12  	 0.03% 		71.21% 		VERITÀ  
	381.	12  	 0.03% 		71.24% 		XE…  
	382.	11  	 0.03% 		71.27% 		BEI  
	383.	11  	 0.03% 		71.30% 		CANI  
	384.	11  	 0.03% 		71.33% 		CARRINGTON  
	385.	11  	 0.03% 		71.36% 		DIXE  
	386.	11  	 0.03% 		71.39% 		FASI£E  
	387.	11  	 0.03% 		71.42% 		FASO  
	388.	11  	 0.03% 		71.45% 		FINA£E  
	389.	11  	 0.03% 		71.48% 		FINTA  
	390.	11  	 0.03% 		71.51% 		FRONTE  
	391.	11  	 0.03% 		71.54% 		GAVÌ  
	392.	11  	 0.03% 		71.57% 		GRUNT  
	393.	11  	 0.03% 		71.60% 		HEY  
	394.	11  	 0.03% 		71.63% 		INTANTO  
	395.	11  	 0.03% 		71.66% 		MANDÀ  
	396.	11  	 0.03% 		71.69% 		NANTRO  
	397.	11  	 0.03% 		71.72% 		OH…  
	398.	11  	 0.03% 		71.75% 		OSCAR  
	399.	11  	 0.03% 		71.78% 		PIAXARIA  
	400.	11  	 0.03% 		71.81% 		POTERI  
	401.	11  	 0.03% 		71.84% 		SETO  
	402.	11  	 0.03% 		71.87% 		SPECE  
	403.	11  	 0.03% 		71.90% 		T  
	404.	11  	 0.03% 		71.93% 		TACA  
	405.	11  	 0.03% 		71.96% 		TERA  
	406.	11  	 0.03% 		71.99% 		VEDAR  
	407.	11  	 0.03% 		72.02% 		VOXE  
	408.	11  	 0.03% 		72.05% 		XERI  
	409.	11  	 0.03% 		72.08% 		XORXO  
	410.	11  	 0.03% 		72.11% 		YUHUU  
	411.	11  	 0.03% 		72.14% 		YU-HUU  
	412.	10  	 0.03% 		72.17% 		ALTRE  
	413.	10  	 0.03% 		72.20% 		ALTROKÉ  
	414.	10  	 0.03% 		72.23% 		BIXOGNO  
	415.	10  	 0.03% 		72.26% 		CO£ONI  
	416.	10  	 0.03% 		72.29% 		COEL  
	417.	10  	 0.03% 		72.32% 		CONÉJO  
	418.	10  	 0.03% 		72.35% 		DÌ  
	419.	10  	 0.03% 		72.38% 		FARLO  
	420.	10  	 0.03% 		72.41% 		INBORESO  
	421.	10  	 0.03% 		72.44% 		INDOVE  
	422.	10  	 0.03% 		72.47% 		INTERÀ  
	423.	10  	 0.03% 		72.50% 		INTORNO  
	424.	10  	 0.03% 		72.53% 		IROQUOIS  
	425.	10  	 0.03% 		72.56% 		L'ASENBLEA  
	426.	10  	 0.03% 		72.59% 		LE  
	427.	10  	 0.03% 		72.62% 		LI  
	428.	10  	 0.03% 		72.65% 		MATÙSE  
	429.	10  	 0.03% 		72.68% 		MORÉTA  
	430.	10  	 0.03% 		72.71% 		NDÀ  
	431.	10  	 0.03% 		72.74% 		NISUN  
	432.	10  	 0.03% 		72.77% 		NUMARO  
	433.	10  	 0.03% 		72.80% 		OLTRE  
	434.	10  	 0.03% 		72.83% 		OSO  
	435.	10  	 0.03% 		72.86% 		PREOCUPARTE  
	436.	10  	 0.03% 		72.89% 		SALTAR  
	437.	10  	 0.03% 		72.92% 		SENTIO  
	438.	10  	 0.03% 		72.95% 		SI…  
	439.	10  	 0.03% 		72.98% 		VOLTA  
	440.	9  	 0.03% 		73.01% 		ALTO  
	441.	9  	 0.03% 		73.04% 		AMIGA  
	442.	9  	 0.03% 		73.07% 		BRETAGNA  
	443.	9  	 0.03% 		73.10% 		CATA  
	444.	9  	 0.03% 		73.13% 		CORONA  
	445.	9  	 0.03% 		73.16% 		DIMANDO  
	446.	9  	 0.03% 		73.19% 		ECO£O  
	447.	9  	 0.03% 		73.22% 		FONDO  
	448.	9  	 0.03% 		73.25% 		FRACA  
	449.	9  	 0.03% 		73.28% 		GAVÉVINO  
	450.	9  	 0.03% 		73.31% 		JUTAR  
	451.	9  	 0.03% 		73.34% 		LEWIS  
	452.	9  	 0.03% 		73.37% 		MASCI  
	453.	9  	 0.03% 		73.40% 		NOSTRO  
	454.	9  	 0.03% 		73.43% 		ORSÉTO  
	455.	9  	 0.03% 		73.46% 		PENSAR  
	456.	9  	 0.03% 		73.49% 		PIANI  
	457.	9  	 0.03% 		73.52% 		PORTA  
	458.	9  	 0.03% 		73.55% 		PROÀ  
	459.	9  	 0.03% 		73.58% 		REGINA  
	460.	9  	 0.03% 		73.61% 		RUBÈSTEGHI  
	461.	9  	 0.03% 		73.64% 		SBAJADA  
	462.	9  	 0.03% 		73.67% 		SCOAXI  
	463.	9  	 0.03% 		73.70% 		SCUAXI  
	464.	9  	 0.03% 		73.73% 		SENA  
	465.	9  	 0.03% 		73.76% 		SIE  
	466.	9  	 0.03% 		73.79% 		STALTRE  
	467.	9  	 0.03% 		73.82% 		TOCA  
	468.	9  	 0.03% 		73.85% 		TÓO  
	469.	9  	 0.03% 		73.88% 		TORNA  
	470.	9  	 0.03% 		73.91% 		UNO  
	471.	9  	 0.03% 		73.94% 		XERIMO  
	472.	8  	 0.02% 		73.96% 		AH  
	473.	8  	 0.02% 		73.98% 		AMISI  
	474.	8  	 0.02% 		74.00% 		BEN…  
	475.	8  	 0.02% 		74.02% 		BOCE  
	476.	8  	 0.02% 		74.04% 		BOOMER  
	477.	8  	 0.02% 		74.06% 		CALKIDUNI  
	478.	8  	 0.02% 		74.08% 		CANPEGIO  
	479.	8  	 0.02% 		74.10% 		CAPÌO  
	480.	8  	 0.02% 		74.12% 		CASTÈ£O  
	481.	8  	 0.02% 		74.14% 		CONGRESO  
	482.	8  	 0.02% 		74.16% 		CRONPÀ  
	483.	8  	 0.02% 		74.18% 		DAI  
	484.	8  	 0.02% 		74.20% 		DIHN  
	485.	8  	 0.02% 		74.22% 		DINWIDDIE  
	486.	8  	 0.02% 		74.24% 		DURANTE  
	487.	8  	 0.02% 		74.26% 		FEMENA  
	488.	8  	 0.02% 		74.28% 		FHI£ADELFHIA  
	489.	8  	 0.02% 		74.30% 		FIGO  
	490.	8  	 0.02% 		74.32% 		FORSA  
	491.	8  	 0.02% 		74.34% 		GHEMO  
	492.	8  	 0.02% 		74.36% 		GIOSTRA  
	493.	8  	 0.02% 		74.38% 		LANCEY  
	494.	8  	 0.02% 		74.40% 		MAKINA  
	495.	8  	 0.02% 		74.42% 		MANCO  
	496.	8  	 0.02% 		74.44% 		MERICAN  
	497.	8  	 0.02% 		74.46% 		NIALTRI  
	498.	8  	 0.02% 		74.48% 		NO’L  
	499.	8  	 0.02% 		74.50% 		NO…  
	500.	8  	 0.02% 		74.52% 		OFISA£I  
	501.	8  	 0.02% 		74.54% 		OMO  
	502.	8  	 0.02% 		74.56% 		ORAZIO  
	503.	8  	 0.02% 		74.58% 		PAEXE  
	504.	8  	 0.02% 		74.60% 		PENSAVA  
	505.	8  	 0.02% 		74.62% 		PERSO  
	506.	8  	 0.02% 		74.64% 		PIASO  
	507.	8  	 0.02% 		74.66% 		PIRATA  
	508.	8  	 0.02% 		74.68% 		PRESTO  
	509.	8  	 0.02% 		74.70% 		PROGRAMA  
	510.	8  	 0.02% 		74.72% 		REGION  
	511.	8  	 0.02% 		74.74% 		RÓSO  
	512.	8  	 0.02% 		74.76% 		SAVEVO  
	513.	8  	 0.02% 		74.78% 		SCOMETO  
	514.	8  	 0.02% 		74.80% 		SCUXA  
	515.	8  	 0.02% 		74.82% 		SENTE  
	516.	8  	 0.02% 		74.84% 		SENTÌO  
	517.	8  	 0.02% 		74.86% 		SGUSI  
	518.	8  	 0.02% 		74.88% 		SICOME  
	519.	8  	 0.02% 		74.90% 		SIGA£ÓN  
	520.	8  	 0.02% 		74.92% 		SKEI  
	521.	8  	 0.02% 		74.94% 		STORIE£E  
	522.	8  	 0.02% 		74.96% 		SUCEDE  
	523.	8  	 0.02% 		74.98% 		SÙITO  
	524.	8  	 0.02% 		75.00% 		TESTA  
